@relation training-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-N5-F1

@attribute SeriousDlqin2yrs {0,1}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30_59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60_89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
0,0.142535,50,0,1782,?,7,0,1,0,0
0,0.124112,53,0,0.305609,11000,8,0,2,0,3
0,0.807039,29,0,0.828691,1435,7,0,0,0,0
0,0.278715,31,0,0.317122,1500,9,0,0,0,0
0,1349,65,0,2784,?,4,0,2,0,0
0,0.332956,41,0,0.784589,6916,12,0,5,0,0
0,0.286943,60,0,43,?,2,0,0,0,0
0,0.000244,68,0,30,?,6,0,0,0,0
0,0,45,0,0.250212,13000,9,0,2,0,5
0,0.058512,64,0,0.021985,3001,9,0,0,0,0
0,0.038545,25,1,0.028974,4900,4,0,0,0,1
0,0.004269,46,0,0.001171,2560,5,0,0,0,0
0,0.317843,53,0,0.281544,5000,9,0,0,0,0
0,0.043021,58,1,0.007826,3449,2,0,0,0,0
0,0.268473,31,0,0.043319,3000,2,0,0,0,0
0,0.107496,50,0,0.602118,7270,6,0,4,0,0
0,0.759928,68,0,0.173746,12500,11,0,0,0,3
0,0.154768,81,0,0.090126,3250,9,0,0,0,1
0,1,63,0,3045,0,2,0,1,0,0
0,0.046694,57,0,0.172626,12500,18,0,1,0,2
0,0.055358,65,0,0.028341,6950,8,0,0,0,1
0,0.100937,74,0,28,?,3,0,0,0,0
0,0.242808,70,0,0.285341,6500,10,0,3,0,1
0,0.054662,64,0,0.60693,3866,14,0,2,0,0
0,0.003115,42,1,0.556708,7035,10,0,2,0,2
0,1,53,0,0.18766,8200,1,0,1,0,1
0,0.014889,67,0,0.10784,5433,10,0,0,0,0
0,0.370275,38,0,0.909273,4000,8,0,2,0,3
0,0.086605,69,0,73,?,2,0,0,0,?
0,0,66,0,2163,?,9,0,1,0,?
0,0.399469,61,1,0.434938,7000,12,0,2,0,0
0,0.876338,41,2,0.493467,8800,11,1,4,0,2
0,0.436167,45,0,2967.5,1,15,0,1,0,2
0,0.391186,38,0,0.26665,35000,9,0,0,0,2
0,0.033452,79,0,1103,?,8,0,0,0,0
0,0.510487,54,0,0.453824,4536,11,0,1,0,0
0,0.100199,47,0,0.307009,9800,18,0,2,0,1
0,0.695263,44,0,0.465915,1950,13,0,0,0,3
0,0.011349,64,0,0.269761,6742,14,0,4,0,0
0,0.094564,48,0,0.69287,7250,11,0,3,0,2
0,0.192377,60,0,7,?,2,0,0,0,0
0,0.026407,52,0,0.165871,4400,21,0,1,0,0
0,0.030685,71,1,0.126307,8795,8,0,0,0,0
0,0.010582,61,0,0.18405,5253,6,0,2,0,1
0,0.045553,74,0,2017,?,12,0,2,0,0
0,0.014199,53,0,0.342185,6250,3,0,1,0,3
0,0.287527,62,0,1062,1,9,0,2,0,0
0,0.186508,61,0,0.309638,10198,10,0,1,0,2
0,0.80503,62,0,0.429884,3700,19,0,0,0,0
0,0.033105,37,0,0.423063,2800,4,0,1,0,1
0,0,40,1,0.261133,3300,3,0,0,0,0
0,0.942604,55,0,0.425412,5516,7,0,1,0,0
0,0.057385,49,0,0.044604,3900,6,0,0,0,0
0,1,64,0,0,?,2,0,0,0,0
0,0.032408,54,0,0.446124,4630,12,0,2,0,3
0,0.058765,42,0,0.464819,17750,21,0,2,0,0
0,0.036606,32,0,0.448138,4000,7,0,1,0,0
0,0.047998,88,0,2.567388,600,6,0,1,0,0
0,0.33493,33,0,0.138426,4384,8,0,0,0,1
0,0.304092,54,0,1770,1,5,0,2,0,1
0,0,33,1,0.028052,6986,5,0,0,0,2
0,1,52,0,50,?,0,0,0,0,0
0,0.141805,47,0,0.357928,5000,8,0,1,0,2
0,0.015547,69,0,0.188335,7183,11,0,2,0,0
0,0.036766,60,0,0.141091,8653,5,0,1,0,1
0,0.029247,49,0,1246,?,13,0,1,0,0
0,0.921219,45,0,0.092564,3845,3,1,0,1,3
0,0.009914,70,0,1482,?,5,0,1,0,0
0,0.394899,71,0,0.687364,917,12,0,0,0,0
0,0.009794,58,0,0.023798,2100,15,0,0,0,1
0,0.000708,65,1,1.341915,4000,9,0,5,0,0
0,0.210145,46,0,0.211038,7609,6,0,2,0,1
0,0.671168,41,0,0.448854,6500,10,0,0,0,1
0,0.067156,59,0,0.377116,9744,25,0,2,0,0
0,0.037966,49,0,0.309854,5550,9,0,1,0,0
0,1,46,3,387,?,1,0,0,0,0
0,0.754624,45,2,0.554621,10700,12,0,4,2,0
0,0.009095,79,0,2027,?,3,0,1,0,0
0,0.210843,64,0,5598,?,20,0,1,0,5
0,0,50,0,3041,?,7,0,2,0,0
0,0.06624,55,0,0.046656,4200,14,0,0,0,1
0,0,33,0,0.373407,4000,7,0,1,0,0
0,1,54,0,0,8166,2,0,0,0,1
0,0.625146,38,0,2922,?,7,0,1,0,2
0,0.11197,41,0,2249,0,7,0,1,0,3
0,0.051312,83,0,0.368421,3400,6,0,1,0,0
0,0.033666,54,0,0.070896,5500,8,0,0,0,3
0,0.750604,51,1,0.262689,6166,15,0,1,0,1
0,0.054888,53,0,0.142309,4166,16,0,0,0,0
0,1,41,1,399,?,4,6,0,1,0
0,0.517289,41,1,0.064611,10833,7,0,0,0,0
0,0.521718,57,0,0.545188,3750,12,0,1,1,1
0,0.090206,62,1,0.120376,5000,10,0,2,0,2
0,0.091053,56,0,0.100674,8750,11,0,1,0,0
0,0.382281,53,0,0.375818,5044,8,0,1,0,2
0,0,54,0,0.182844,3100,2,0,1,0,0
0,0.259514,37,0,0.715292,5250,6,0,3,0,1
0,0.711148,44,0,2328,?,5,0,1,0,0
0,0.704591,29,0,0.809191,1000,5,0,0,0,0
0,0.070318,67,0,0.021396,5000,5,0,0,0,0
0,0.019069,39,0,0.481904,5000,12,0,1,0,1
0,0.154163,43,0,0.318383,5417,28,0,0,0,0
0,0.09352,54,0,0.336941,5543,10,0,0,0,1
0,0.9996,70,0,1236,?,4,0,1,0,0
0,0.111243,41,0,1783,1,11,0,2,0,2
0,0.104378,25,0,0.211549,1800,3,0,0,0,0
0,0.140618,35,0,0.419197,5500,11,0,2,0,0
0,0.004589,84,0,4737,?,9,0,3,0,?
0,0.044956,63,0,0.152405,9500,4,0,1,0,0
0,0.297047,36,0,0.132717,4000,3,0,0,0,2
0,0.033073,37,0,0.034138,1200,5,0,0,0,0
0,0.507012,64,2,0.180874,7800,3,0,1,0,0
0,0.28846,38,2,0.31323,6930,15,0,2,1,1
0,0.357021,57,0,0.302048,6200,14,0,1,0,0
0,0,63,0,2106,?,5,0,1,0,0
0,0.765887,52,0,0.264593,11700,8,0,2,0,2
0,0.03661,36,0,5003,?,20,0,3,0,0
0,0.035793,26,0,0.001111,4500,1,0,0,0,0
0,0.82911,48,1,0.059608,5250,12,0,0,1,0
0,0,42,0,0.363031,12323,15,0,3,0,0
0,0.160678,29,0,0.201632,3307,5,0,0,0,0
0,0.36032,59,0,3491,?,25,0,3,0,1
0,0,59,0,0,?,1,0,0,0,?
0,0.022132,45,0,0.306311,10916,7,0,2,0,2
0,0.01,70,0,0.165045,7500,9,0,2,0,0
0,0.029856,74,0,0.050144,3469,3,0,0,0,0
0,0.206559,63,0,0.322559,3000,5,0,0,0,0
0,0.127557,51,0,0.278553,16337,11,0,5,0,2
0,0.146395,55,0,0.085225,6300,10,0,0,0,0
0,0,43,0,0.282292,5008,4,0,1,0,4
0,0.009618,62,0,60,?,9,0,0,0,0
0,0.199445,42,0,0.424184,14000,14,0,2,0,3
0,0.333078,57,0,0.137245,4072,2,0,0,0,1
0,0.015428,57,0,0.625791,3000,16,0,1,0,0
0,0.022414,54,0,0.254293,4600,9,0,0,0,0
0,0.747102,49,0,0.310512,13583,10,0,2,0,3
0,0.463473,48,0,0.324994,16667,14,0,2,0,0
0,0.130137,41,0,1.038385,2500,11,0,0,0,2
0,0.093881,67,0,0.199202,17800,16,0,1,0,0
0,0.001826,88,0,0.04066,6000,7,0,0,0,1
0,0.093705,57,0,3406,?,11,0,1,0,0
0,0.840083,41,0,0.236102,7500,7,0,0,0,2
0,0.560868,52,4,0.565438,6700,17,0,1,1,1
0,0.192239,42,0,235,?,4,0,0,0,0
0,0.023731,93,0,0.510134,4390,8,0,0,0,0
0,0.845995,44,3,0.406269,8166,17,0,1,0,0
0,1,53,0,0.505526,6966,7,0,2,0,2
0,0.967222,54,0,0.825809,5625,15,0,2,0,0
0,0.127505,67,0,0.54423,4600,11,0,2,0,0
0,0.914669,28,2,0.707888,3460,10,0,2,0,3
0,0.118027,58,0,1979,?,11,0,2,0,1
0,0.008719,35,3,0.032469,17000,4,0,0,2,2
0,0.03854,66,0,0.186768,1450,10,0,1,0,0
0,0.629169,44,0,0.583633,4166,7,2,1,0,0
0,1,49,2,0,1560,1,1,0,2,0
0,0.076923,46,0,0.77972,2001,9,0,1,0,1
0,1.058076,34,0,0.105578,2670,3,0,0,0,2
0,0,28,0,0,?,2,0,0,0,0
0,0.420961,49,2,0.259935,4000,7,0,0,0,0
0,0.0496,62,0,0.460839,6817,6,0,2,0,0
0,0.308024,61,0,0.099962,2600,6,0,0,0,1
0,0.657707,48,0,2751,?,10,0,1,0,0
0,0.010453,51,0,0.457924,6000,8,0,1,0,1
0,0.013714,47,0,0.401268,6466,6,0,2,0,0
0,0.122822,65,0,0.159633,9145,12,0,0,0,0
0,0.022846,76,0,0.009709,1750,5,0,0,0,0
0,0,47,0,0.015478,237490,8,0,2,0,3
0,0.051713,61,0,2674,?,7,0,1,0,0
0,0.065967,23,0,0.005082,2557,2,0,0,0,0
0,0.252278,44,0,0.242271,14004,6,0,2,0,2
0,0.920556,72,0,3339,?,7,0,2,0,0
0,0.109503,59,0,0.258974,10000,4,0,2,0,0
0,0.523764,69,1,0.568842,4749,11,0,2,0,0
0,0.014619,39,0,0.30323,4860,6,0,2,0,0
0,0.047257,40,0,0.353973,18136,8,0,2,0,3
0,0.733354,35,0,0.835681,3833,12,0,1,0,2
0,0.082497,45,0,0.366981,4566,4,0,1,0,2
0,0.072534,62,0,0.221356,5000,9,0,0,0,1
0,0.185831,49,0,0.517177,1600,7,0,1,0,2
0,0.28538,37,0,4411,?,16,0,1,0,0
0,0.015945,56,0,0.513468,3600,7,0,1,0,0
0,0.23263,45,0,0.612847,4000,11,0,2,0,0
0,0.2689,61,1,1985,?,12,0,1,0,0
0,0.064514,61,0,0.233953,5000,7,0,1,0,0
0,0.602164,76,0,0.096525,36000,12,0,2,0,0
0,0.000415,55,0,0.750591,5925,6,0,3,0,0
0,0.022781,56,0,0.292891,6667,7,0,2,0,0
0,0,62,0,0,8125,4,0,0,0,0
0,0.455457,30,0,0.311034,2600,13,0,0,0,0
0,0.00258,85,1,0.15658,1800,6,0,0,0,0
0,0.887043,28,0,0.189061,2961,6,0,0,0,1
0,0.101622,66,3,0.410905,5813,12,0,1,1,0
0,0.157895,39,0,0.115777,5000,5,0,0,0,3
0,0.860876,44,0,617,?,3,0,0,0,0
0,0.001971,60,0,1,?,5,0,0,0,?
0,0.078785,48,0,0.339387,5450,16,0,2,0,1
0,0.113684,52,0,0.263087,6666,10,0,1,0,0
0,0.0125,49,1,4515,?,11,0,2,0,?
0,0,28,1,0.165934,2500,6,0,0,0,0
0,0.085045,39,0,0.305919,1300,3,0,0,0,0
0,0.00054,70,0,11150,?,19,0,4,0,0
0,0.074325,66,0,0.34833,5000,7,0,1,0,0
0,0.183789,46,0,0.449125,2800,4,0,1,0,2
0,0.99002,33,0,0.087005,2700,3,3,0,1,0
0,0.798839,50,0,0.332575,1758,4,0,0,0,0
0,0.051193,63,0,0.015746,4000,11,0,0,0,0
0,1,52,0,0.231591,18916,8,0,2,0,2
0,0.039784,77,0,42,?,5,0,0,0,?
0,1,34,0,1.735892,3100,6,0,4,0,0
0,0.068944,45,0,2412,?,14,0,1,0,0
0,0.003957,74,0,0.166399,10600,13,0,2,0,0
0,0.888442,52,1,0.48105,6516,13,0,1,0,1
0,0,73,0,2,?,7,0,0,1,0
0,0.719356,36,0,0.7507,7500,18,0,2,0,0
0,0.114585,45,0,1.308269,10000,16,0,7,0,6
0,0.030147,73,0,0.182519,3500,5,0,1,0,0
0,0.030472,73,0,0.304683,5316,11,0,1,0,1
0,0.43818,57,0,0.345821,7500,15,0,1,0,0
0,0.465939,44,1,0.465482,6300,10,1,2,0,2
0,0.015078,81,0,0.33372,2588,21,0,2,0,0
0,0.129677,64,0,0.284206,14865,11,0,2,0,2
0,0.010833,64,0,649,?,3,0,1,0,0
0,0.026193,48,0,0.229721,8000,8,0,1,0,3
0,0.013102,41,1,0.343731,5000,11,0,1,0,0
0,0.154692,55,0,0.275044,20832,17,0,2,0,3
0,0.048348,62,0,29,?,3,0,0,0,0
0,0.811519,52,0,1.38484,2400,10,0,1,0,2
0,0.375332,38,0,0.187471,6384,6,0,1,0,2
0,0.120115,63,0,1555,?,6,0,1,0,0
0,0.042779,69,0,0.003543,3951,5,0,0,0,0
0,0.612217,74,0,0.529823,3000,16,0,0,0,0
0,0.063023,54,0,0.487153,3813,6,0,1,0,0
0,0.01166,84,0,0.002768,3612,5,0,0,0,0
0,0,26,0,0.344975,3750,4,0,2,2,0
0,0.027025,64,0,0.184963,5000,7,0,0,0,1
0,0.475673,55,0,0.25889,13750,12,0,2,0,0
0,0.247294,69,0,0.260528,5223,5,0,0,0,0
0,0.207096,75,0,2861,?,5,0,2,0,0
0,0.005116,25,0,0.269969,2240,13,0,0,0,0
0,0.553829,42,0,0.178955,4000,3,0,0,1,0
0,0,41,0,0.288836,8741,7,0,1,0,2
0,0.336162,64,0,1495,0,16,0,0,0,1
0,0.024211,56,0,0.278034,4333,8,0,1,0,0
0,0.00568,59,0,1000,?,7,0,1,0,0
0,0.019065,73,0,0.482608,4800,11,0,2,0,0
0,0.00856,61,0,3407,?,8,0,1,0,0
0,0.014363,38,0,0.298136,12500,6,0,2,0,3
0,0.011696,67,0,0.059046,7400,12,0,0,0,0
0,0.784273,50,5,0.518762,8500,11,1,0,0,1
0,0.337232,32,2,0.427871,22015,20,0,3,0,1
0,0.045374,69,0,0.321852,7083,9,0,3,0,0
0,0.360451,53,0,0.017566,8083,3,0,0,0,2
0,0.193302,62,0,0.278723,939,12,0,0,0,0
0,0.777349,33,0,0.582942,4900,11,0,1,0,0
0,0.02031,67,0,0.189692,7100,11,0,2,0,2
0,0.004413,50,0,984,?,12,0,1,0,0
0,0.978002,28,0,0.370577,4125,6,0,0,0,0
0,0.096576,33,0,0.376808,8916,8,0,3,0,1
0,0.03272,72,0,17,?,7,0,0,0,?
0,0.860739,46,0,0.203301,6300,5,1,0,0,1
0,0.019714,81,0,19,?,3,0,0,0,?
0,0.99746,37,0,1.162736,1695,12,0,2,0,0
0,0.057042,65,0,0.658948,6520,11,0,2,0,0
0,0.330645,57,0,0.481291,3500,11,0,1,0,1
0,0,76,0,0,1342,8,0,0,0,2
0,0.762532,63,0,0.443049,13133,14,0,1,0,0
0,0.006946,65,0,0.00541,2587,9,0,0,0,0
0,0.087496,52,0,2870,?,7,0,1,0,2
0,0.390526,55,0,0.666204,3600,9,0,2,0,0
0,0.06554,47,1,0.257957,6000,7,0,2,0,0
0,0.3885,38,1,0.500375,2667,12,0,3,0,0
0,0.00045,80,0,0,6500,5,0,0,0,0
0,0.204151,53,0,0.436564,4271,7,0,1,1,0
0,0.530016,49,1,0.424791,30833,25,0,14,0,0
0,0.061887,34,0,1184,0,7,0,1,0,0
0,0.260144,50,1,0.387966,5600,10,0,1,0,0
0,0,64,0,0.164981,7315,7,0,1,0,1
0,0.054789,50,0,0.393308,6096,15,0,1,0,3
0,0.26091,58,0,0.391163,16000,8,0,3,0,1
0,0.001738,60,0,0.092477,10088,10,0,1,0,0
0,1,31,0,0.108397,2619,5,0,0,0,1
0,0.119927,75,0,0.128234,11634,9,1,1,0,0
0,0.070112,84,0,79,?,10,1,0,1,0
0,0.10153,53,2,0.960891,1840,13,0,1,0,1
0,1,55,1,0.124044,3530,3,3,0,0,1
0,0.297748,44,0,1.237481,12400,42,0,25,0,2
0,0.092727,64,0,0.332651,12700,9,0,3,0,0
0,0.047388,67,0,0.208029,4383,9,0,1,0,0
0,0.074577,34,0,0.628124,3640,8,0,2,0,0
0,0.164955,67,0,0.058171,5500,10,0,0,0,1
0,0.454723,61,0,0.307855,9000,8,0,1,0,0
0,0.008693,75,0,0.071014,6716,6,0,1,0,0
0,0.059693,37,0,0.480603,7500,3,0,1,0,4
0,0.03824,41,0,1393,?,4,0,1,0,?
0,0.092235,41,0,0.214096,9789,5,0,1,0,2
0,0.052516,82,0,0.094121,7500,6,0,1,0,0
0,0.212468,66,0,0.111481,3300,7,1,0,0,0
0,0.073644,54,0,0.293337,12500,13,0,1,0,2
0,0.173206,50,0,0.025213,75000,20,0,1,0,2
0,0.004219,71,0,807,?,4,0,1,0,0
0,0.003,54,0,0.312922,7250,7,0,2,0,0
0,0.178331,50,0,0.548352,4580,13,0,2,0,4
0,0,89,0,0,?,4,0,0,0,0
0,0.070025,42,0,0.331741,9000,8,0,1,0,2
0,0.210469,59,0,0.363949,3483,16,0,0,0,1
0,0.103608,48,0,0.3377,5800,8,0,1,0,3
0,0.523655,55,1,0.461359,5576,9,0,1,0,2
0,0.181479,34,0,4335,?,5,0,2,0,0
0,0.000164,46,0,0.696174,8833,22,0,9,0,0
0,0.263956,39,0,0.393786,6500,9,0,2,0,2
0,0.363801,52,1,4856,?,17,0,5,0,1
0,0.19457,85,0,233,?,7,0,0,0,0
0,0.106824,64,0,0.371282,19833,10,0,2,0,0
0,0.671571,63,1,0.500147,3406,11,0,2,0,0
0,0.009535,67,0,3.120289,6500,17,0,1,0,1
0,1,78,0,0.467813,2500,6,0,1,0,0
0,0.333973,36,0,0.238214,7635,9,0,1,0,2
0,0.093668,40,0,16,?,1,0,0,0,0
0,0.123838,55,0,0.212526,11000,14,0,1,0,3
0,0.011572,33,0,0.178455,4000,5,0,1,0,0
0,0.021756,82,0,24,?,2,0,0,0,?
0,0.029522,80,0,0.081488,9166,7,0,0,0,0
0,1.00585,52,1,0.451788,11801,11,0,3,0,1
0,0.127641,42,0,1973,?,3,0,1,0,0
0,0.65018,62,0,0.929361,2533,8,0,1,0,0
0,0.183096,45,0,0.791287,5600,11,0,2,0,1
0,0.802,53,0,0.452899,4086,3,0,1,0,0
0,0.350678,63,0,0.186932,4728,7,0,0,0,1
0,0.062775,78,1,0.097875,5833,10,0,1,0,0
0,0,79,0,0,?,1,0,0,0,?
0,0.052842,58,0,1186,?,5,0,1,0,0
0,0,78,0,0,3737,2,0,0,0,1
0,0.001665,43,0,0.448855,10000,7,0,1,0,2
0,0.015355,54,0,0.373268,5700,10,0,2,0,0
0,0.362866,45,0,0.745498,3331,12,0,1,0,1
0,0.195707,50,4,0.250059,4250,6,0,1,0,0
0,0.049242,87,0,0.008399,12500,9,0,0,0,1
0,0.382366,43,3,2916,?,9,0,1,0,2
0,1.098925,42,0,0.222755,5000,9,0,0,0,0
0,0.687816,49,1,0.348047,10216,21,0,2,0,2
0,0.216953,66,0,0.071686,3333,4,0,0,0,1
0,0,23,1,0.148213,4000,5,0,0,1,0
0,0.096932,51,1,0.27668,5312,5,0,1,0,1
0,0.287571,58,0,0.299072,4416,3,0,1,0,3
0,0.064829,44,0,3484,?,18,0,1,0,3
0,0.017492,41,0,0.250879,4834,7,0,1,0,0
0,0.071471,41,0,0.379172,6500,5,0,2,0,3
0,0.784836,52,0,2662,?,10,0,2,1,0
0,0.601535,31,0,0.471387,7583,11,0,2,0,0
0,0.008225,83,0,12,?,7,0,0,0,0
0,1,39,0,0.659764,2800,6,0,2,0,0
0,0.329595,61,0,0.155416,15583,12,0,2,0,0
0,0.21747,66,0,0.298459,3698,12,0,0,0,0
0,0.618017,49,0,0.664704,7983,15,0,1,0,1
0,0.043289,43,1,0.357915,2128,7,0,0,0,0
0,0.022749,55,0,0.187864,5833,18,0,2,0,1
0,0.263757,62,0,0.13094,10500,11,0,0,0,0
0,0.316335,48,0,0.198443,11045,6,0,1,0,0
0,0.012039,61,0,0.381946,7665,8,0,2,0,1
0,0.042353,58,0,1761,?,12,0,2,0,0
0,0.09474,47,0,0.368421,6250,8,0,1,0,3
0,0.016029,65,0,0.348259,2411,11,0,0,0,0
0,0.004205,76,0,0.262492,1500,7,0,0,0,0
0,0.977276,63,0,0.261715,11416,12,0,1,0,1
0,0.530413,61,0,0.46951,9166,7,0,2,0,0
0,0.725857,44,2,0.302616,6000,8,0,1,0,0
0,0.275626,52,0,501,?,5,0,0,2,0
0,1.100043,43,0,0.875309,8500,23,0,2,0,2
0,0.04897,65,0,0.143613,10200,9,0,2,0,0
0,0.582046,40,0,2468,?,5,0,1,0,0
0,0.080308,56,0,1464,?,8,0,0,0,0
0,1.004666,60,0,0.082167,5500,1,0,0,0,3
0,0.948074,34,0,0.594941,2648,7,0,1,0,2
0,0,29,0,0.022388,1473,4,0,0,0,0
0,0.529855,44,0,0.096546,9901,5,0,0,0,7
0,0.01405,27,0,0.352215,3724,4,0,1,0,1
0,0.750221,45,1,0.309785,10658,8,0,1,0,2
0,0.056256,71,1,0.245475,9833,19,0,2,0,0
0,0,67,0,0.130705,3220,9,0,0,0,0
0,0.034274,60,0,0.010293,3788,4,0,0,0,0
0,0.018514,29,0,1469,?,7,0,2,0,0
0,0.362229,63,0,0.163703,4666,18,0,0,0,0
0,1,33,0,1.043666,5083,8,0,2,0,1
0,0.630637,49,0,6391,?,9,0,2,0,1
0,0,34,0,2215,?,4,0,1,0,0
0,0.08184,27,0,0.197601,3000,7,0,0,0,0
0,0.033077,54,0,0.438512,5000,14,0,2,0,0
0,0.529324,45,0,0.615908,8083,13,0,2,0,1
0,0.04328,52,0,0.79892,1665,4,0,2,0,2
0,0.287628,52,0,0.389935,6000,11,0,2,0,2
0,0.866513,41,0,0.200613,4889,8,0,0,0,1
0,0.019217,68,0,0.004756,8199,4,0,0,0,0
0,0.005462,79,0,0.002141,1400,5,0,0,0,0
0,0,26,0,0,1480,3,0,0,0,0
0,1.016281,43,0,0.169132,2500,5,0,0,0,1
0,0.169526,47,1,0.190815,5900,19,0,0,0,3
0,0.702254,47,0,0.719226,6766,18,0,4,0,0
0,0.364597,31,0,0.141195,30000,8,0,2,0,1
0,0.607164,54,1,1.162932,6916,13,0,4,0,0
0,0.104181,49,0,0.153588,5950,4,0,1,0,6
0,1,38,0,99,?,1,0,0,0,0
0,2.363982,50,1,0.214271,14952,15,0,2,0,2
0,0.107574,72,0,0.156648,1646,4,0,0,0,0
0,0.048297,33,0,0.298423,3169,5,0,0,0,0
0,2619,66,0,0.347826,2000,6,0,1,0,0
0,1.042661,47,1,0.937772,8500,12,0,2,1,2
0,0.016675,55,0,1.403545,4400,19,0,2,0,0
0,0.21843,27,0,0.365289,2200,13,0,0,0,0
0,0.044705,59,0,1.39965,4000,13,0,2,0,2
0,0,65,0,0.276289,2500,11,0,2,0,0
0,0.312686,62,1,4470,?,18,0,1,0,2
0,0,61,0,0.830779,1500,8,0,1,0,0
0,0.107778,31,0,0.043971,1500,3,0,0,0,0
0,0.123151,29,0,0.30456,4100,9,0,1,0,3
0,0.270325,62,0,0.091543,5450,8,0,0,0,1
0,0.036942,66,0,0.31287,6759,13,0,1,0,0
0,0.05058,55,0,0.202879,2917,9,0,1,0,0
0,0.220294,62,0,0.265244,16350,10,0,1,0,0
0,0.159878,25,0,0.201257,7000,8,0,0,0,0
0,0.767548,31,0,0.41345,2512,8,0,0,0,0
0,0.006865,70,0,0.29874,3333,11,0,1,0,0
0,0.220819,72,0,0.449964,4166,17,0,2,0,1
0,0.093462,44,0,0.318491,7500,15,0,2,0,2
0,0.308732,58,2,0.102946,12083,11,0,0,1,1
0,0.393839,80,1,973,?,11,0,0,1,0
0,0.104187,64,1,0.042657,4500,4,0,0,0,0
0,0.048921,73,1,964,?,4,0,1,0,0
0,0.069186,50,0,0.348869,6500,4,0,1,0,1
0,0.543762,46,0,1.267194,4172,15,0,4,0,3
0,0.016076,40,0,0.267054,6200,3,0,1,0,0
0,0.123077,66,1,0.432985,6214,33,0,1,0,0
0,0.073761,56,0,0.159768,5000,10,0,0,0,2
0,0.005793,78,0,0.000616,8115,7,0,0,0,0
0,0.326555,32,1,0.265216,8641,7,0,1,0,2
0,0.274577,39,0,0.161973,5432,6,0,0,0,2
0,0.388322,41,0,0.115768,500,1,0,0,0,2
0,1,46,0,1.16046,4000,2,0,2,0,0
0,0.045377,76,0,0.062946,10500,12,0,0,0,0
0,0.629599,48,1,0.959801,5422,9,0,2,0,0
0,0.081962,51,0,0.247972,9000,6,0,2,0,2
0,0.070519,59,0,0.06485,2605,5,0,0,0,2
0,0,73,0,0,3333,1,0,0,0,0
0,0.69855,26,0,0.07899,4278,3,0,0,0,0
0,0.581263,51,1,0.326366,6697,7,0,1,0,1
0,0.070997,62,0,0.195702,4792,5,0,2,0,1
0,0.420879,43,0,0.724588,1455,7,0,1,0,0
0,0.06324,54,0,0.015746,7112,10,0,0,0,2
0,0.389672,40,0,0.212451,3581,5,0,0,0,0
0,0.01685,80,1,0.066573,5001,6,0,0,0,1
0,0.769316,55,0,0.431095,6000,16,0,2,0,2
0,0,81,0,0.017311,6700,5,0,0,0,0
0,0.003468,46,0,0.185191,12370,5,0,1,0,3
0,0.426168,60,0,0.320036,3333,18,0,0,0,0
0,0.136859,58,0,0.801878,7666,16,0,2,0,0
0,1,62,0,1.055178,2500,3,0,1,0,1
0,0.939197,41,0,0.330119,6948,7,4,0,3,4
0,0.780789,62,0,0.334572,7800,6,0,2,0,0
0,0.002995,55,0,508,?,11,0,1,0,0
0,0.002526,54,0,0.174495,5300,5,1,0,0,0
0,0.13731,50,0,2037,?,6,0,1,0,0
0,0.194745,45,0,1364,?,4,0,1,0,0
0,0.240965,65,1,0.230277,10000,9,0,1,0,1
0,0.057233,68,0,0.011226,2226,6,0,0,0,0
0,0.112582,54,0,0.771139,6610,11,0,3,0,0
0,0.014897,75,0,16,?,2,0,0,0,?
0,1,35,1,1463,?,3,0,1,0,0
0,0.009641,90,0,0.079625,4583,16,0,0,0,1
0,0.000155,43,0,0.556736,5833,9,0,1,0,1
0,1.011869,40,2,0.582528,5070,12,0,2,0,2
0,0.03201,65,1,1.309845,2000,9,0,2,0,0
0,0.026674,64,0,0.433728,8200,9,0,2,0,0
0,0.562951,56,0,0.281635,9000,13,0,0,0,0
0,0.013092,67,0,0.214111,3684,6,0,1,0,0
0,0.018809,66,0,0.644806,3994,10,0,2,0,0
0,0.249388,40,0,0.430192,6524,13,0,2,0,0
0,0.344834,54,0,0.957887,1400,6,0,1,0,1
0,0.151085,47,0,663,?,9,0,0,0,3
0,0.070693,55,0,0.350816,5700,8,0,1,0,1
0,0.667083,55,0,0.153112,2200,3,0,0,0,0
0,0.954499,31,0,0.235159,4800,10,0,0,0,2
0,0.259593,35,0,0.570595,6515,11,0,4,0,0
0,0.459041,41,0,0.468481,8930,5,0,1,0,2
0,0.8801,46,1,0.07479,7500,8,1,0,0,2
0,0.004116,65,0,2939,?,10,0,1,0,0
0,0.387907,55,0,0.132367,16000,4,0,2,0,0
0,0,57,0,3296,?,13,1,1,0,0
0,0.030987,32,0,0.078357,3700,5,0,0,0,3
0,0.124517,54,0,0.081973,3000,5,0,0,0,0
0,0.009728,65,0,0.056972,2000,6,0,0,0,0
0,0.436638,52,0,0.242477,5183,8,0,1,0,0
